filename,width,height,class,xmin,ymin,xmax,ymax
882_jpg.rf.0922c3c06306be30383b7c5a350f3d6f.jpg,416,416,black smoke,165,39,229,87
882_jpg.rf.0922c3c06306be30383b7c5a350f3d6f.jpg,416,416,black smoke,273,37,307,96
882_jpg.rf.0922c3c06306be30383b7c5a350f3d6f.jpg,416,416,black smoke,193,86,284,106
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,196,44,307,168
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,313,137,364,188
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,279,217,290,235
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,298,206,373,266
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,285,239,296,246
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,383,231,406,260
NoiseWEBFire2052_jpg.rf.06b3a16fb2200170632a5f7344d79cf6.jpg,416,416,0,259,240,279,253
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,black smoke,17,110,95,155
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,black smoke,120,108,177,173
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,black smoke,54,155,111,189
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,fire1,149,275,168,329
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,fire1,181,281,223,326
MirrorWEBSmoke329_jpg.rf.0835e22096dbd26a0712508bb5052ce9.jpg,416,416,black smoke,13,0,206,107
MirrorWEBSmoke2288_jpg.rf.090d64c993cbf946e699d00e48878414.jpg,416,416,fire1,185,192,192,207
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,black smoke,294,111,388,160
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,black smoke,295,158,324,206
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,smoky fire,159,104,290,263
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,smoky fire,295,208,322,326
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,fire1,152,290,164,302
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,fire1,164,306,173,328
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,fire1,168,336,241,366
1287_jpg.rf.091b4f0037b138e2424691ab92023a28.jpg,416,416,black smoke,170,0,394,111
WEBFire1603_jpg.rf.0832840fae472e88d4566e0e2e809ce5.jpg,416,416,smoky fire,340,245,376,273
WEBFire1603_jpg.rf.0832840fae472e88d4566e0e2e809ce5.jpg,416,416,0,140,258,163,304
WEBFire1603_jpg.rf.0832840fae472e88d4566e0e2e809ce5.jpg,416,416,0,264,270,302,302
WEBFire1603_jpg.rf.0832840fae472e88d4566e0e2e809ce5.jpg,416,416,0,327,274,391,301
19_jpg.rf.08b0bfba52a7ec06d061e8857c1e852a.jpg,416,416,smoky fire,0,0,416,416
19_jpg.rf.08b0bfba52a7ec06d061e8857c1e852a.jpg,416,416,fire1,382,363,416,397
new_fire_fire-421_png_jpg.rf.083c6dfce37b400ccb4c121a23f032bf.jpg,416,416,0,243,201,382,326
new_fire_fire-421_png_jpg.rf.083c6dfce37b400ccb4c121a23f032bf.jpg,416,416,0,20,191,196,308
new_fire_fire-16_png_jpg.rf.09079a04fb2fcd85d804ed6aecabf175.jpg,416,416,black smoke,0,47,74,174
new_fire_fire-16_png_jpg.rf.09079a04fb2fcd85d804ed6aecabf175.jpg,416,416,black smoke,0,2,275,311
new_fire_fire-16_png_jpg.rf.09079a04fb2fcd85d804ed6aecabf175.jpg,416,416,smoky fire,230,220,313,322
new_fire_fire-526_png_jpg.rf.098219f540ac4b8c4e729508f15c61c0.jpg,416,416,fire1,129,46,368,359
ee3dc1b4d8c89aa0_jpg.rf.094baf2e07d9feba979283fbe79bec25.jpg,416,416,0,226,270,240,314
ee3dc1b4d8c89aa0_jpg.rf.094baf2e07d9feba979283fbe79bec25.jpg,416,416,0,248,288,259,318
ee3dc1b4d8c89aa0_jpg.rf.094baf2e07d9feba979283fbe79bec25.jpg,416,416,0,202,284,227,328
ee3dc1b4d8c89aa0_jpg.rf.094baf2e07d9feba979283fbe79bec25.jpg,416,416,0,265,311,269,325
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,62,114,175,125
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,black smoke,0,2,138,241
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,197,113,289,148
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,291,124,307,145
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,66,127,157,143
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,50,140,125,164
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,316,144,406,183
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,230,148,319,216
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,46,176,102,201
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,140,172,162,208
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,164,170,183,214
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,114,174,135,213
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,342,187,383,205
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,314,187,342,227
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,0,69,198,102,230
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,380,188,415,249
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,264,276,290,295
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,219,274,246,310
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,fire1,136,270,167,324
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,63,277,94,355
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,smoky fire,49,1,294,114
1280_jpg.rf.096bcd8a015c6840ceadcad9ab39c3bc.jpg,416,416,black smoke,234,1,379,146
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,smoky fire,207,110,281,141
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,black smoke,3,85,68,174
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,smoky fire,60,117,150,150
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,black smoke,108,0,180,30
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,smoky fire,316,208,332,227
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,smoky fire,245,142,316,302
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,black smoke,2,0,80,80
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,black smoke,213,0,314,110
76_jpg.rf.099e58b457d48bebad6068ec560382e9.jpg,416,416,black smoke,56,29,169,113
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,fire1,129,125,208,195
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,fire1,2,132,68,192
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,fire1,80,142,122,193
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,fire1,225,157,254,191
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,0,211,178,227,215
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,0,227,191,266,234
WEBFire1495_jpg.rf.09dc80c304f7811fc54d32505727cb6a.jpg,416,416,smoky fire,109,0,170,122
WEBFire1550_jpg.rf.0862446728b1f530281feaa465ad3387.jpg,416,416,0,1,310,140,378
MirrorWEBFire1221_jpg.rf.09eacfb253de3e23e2cd8ac30fdda3a7.jpg,416,416,0,106,127,123,159
MirrorWEBFire1221_jpg.rf.09eacfb253de3e23e2cd8ac30fdda3a7.jpg,416,416,0,64,67,104,244
MirrorWEBFire1221_jpg.rf.09eacfb253de3e23e2cd8ac30fdda3a7.jpg,416,416,0,104,176,159,241
MirrorWEBFire1221_jpg.rf.09eacfb253de3e23e2cd8ac30fdda3a7.jpg,416,416,smoky fire,67,43,88,64
new_fire_fire-499_png_jpg.rf.0997fe65255eb24cd0c5da89578389b7.jpg,416,416,fire1,27,63,177,163
new_fire_fire-499_png_jpg.rf.0997fe65255eb24cd0c5da89578389b7.jpg,416,416,fire1,204,126,336,187
WEBSmoke2268_jpg.rf.0a28647d958766b094e0fb14e686b5f0.jpg,416,416,0,168,7,185,41
new_fire_71_jpg.rf.0a5482f32da0172dd6e870bcee887f34.jpg,416,416,fire1,30,24,107,415
new_fire_71_jpg.rf.0a5482f32da0172dd6e870bcee887f34.jpg,416,416,fire1,17,0,61,64
new_fire_71_jpg.rf.0a5482f32da0172dd6e870bcee887f34.jpg,416,416,fire1,80,13,162,64
NoiseWEBFire177_jpg.rf.09875edc3efab622a5cc11658dfa471e.jpg,416,416,fire1,242,164,256,185
NoiseWEBFire177_jpg.rf.09875edc3efab622a5cc11658dfa471e.jpg,416,416,fire1,117,176,160,209
NoiseWEBFire177_jpg.rf.09875edc3efab622a5cc11658dfa471e.jpg,416,416,fire1,274,174,325,218
NoiseWEBFire177_jpg.rf.09875edc3efab622a5cc11658dfa471e.jpg,416,416,fire1,171,195,212,210
NoiseWEBFire177_jpg.rf.09875edc3efab622a5cc11658dfa471e.jpg,416,416,fire1,377,204,401,219
MirrorWEBFire1143_jpg.rf.0a4091dd15a93df1a8e6d97cb96ec020.jpg,416,416,smoky fire,183,19,259,176
WEBFire297_jpg.rf.096ea03c3fdc9a7c052e0608b66f470e.jpg,416,416,fire1,328,227,337,241
WEBFire297_jpg.rf.096ea03c3fdc9a7c052e0608b66f470e.jpg,416,416,fire1,378,261,387,272
NoiseWEBSmoke3364_jpg.rf.0a3afa6afcbf4b9f3fef96a340ae126f.jpg,416,416,0,141,202,159,224
WEBFire2189_jpg.rf.0a5209871f72c9c49fc9eec2dfddf7b2.jpg,416,416,0,312,260,321,275
WEBFire2189_jpg.rf.0a5209871f72c9c49fc9eec2dfddf7b2.jpg,416,416,0,259,254,277,283
WEBFire2189_jpg.rf.0a5209871f72c9c49fc9eec2dfddf7b2.jpg,416,416,0,276,276,328,292
WEBFire1584_jpg.rf.0a41109baf1cd46f6f4b121e897aa960.jpg,416,416,smoky fire,5,190,48,216
WEBFire1584_jpg.rf.0a41109baf1cd46f6f4b121e897aa960.jpg,416,416,fire1,146,181,277,306
WEBFire1584_jpg.rf.0a41109baf1cd46f6f4b121e897aa960.jpg,416,416,smoky fire,74,232,123,282
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,94,256,108,274
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,119,253,133,272
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,220,85,243,107
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,257,1,272,42
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,21,234,27,245
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,133,208,149,259
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,152,183,164,211
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,163,129,181,177
WEBFire319_jpg.rf.0a8e58ad382338f40bf23bdcf93d4f1a.jpg,416,416,0,180,115,219,144
WEBFire178_jpg.rf.0ab0e6f1b335e033de180790d87491b8.jpg,416,416,smoky fire,89,192,118,216
WEBFire178_jpg.rf.0ab0e6f1b335e033de180790d87491b8.jpg,416,416,fire1,202,237,216,264
WEBFire178_jpg.rf.0ab0e6f1b335e033de180790d87491b8.jpg,416,416,fire1,10,223,117,280
WEBFire178_jpg.rf.0ab0e6f1b335e033de180790d87491b8.jpg,416,416,fire1,229,252,252,266
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,fire1,245,59,270,409
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,0,182,373,254,396
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,0,168,403,188,412
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,0,188,68,219,101
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,0,222,87,243,99
639_jpg.rf.0a1ded28e3799d40211530df90141917.jpg,416,416,fire1,103,91,185,104
new_fire_fire-227_png_jpg.rf.09aed76de0da1333be2a3de8f10dfefa.jpg,416,416,0,61,95,83,159
new_fire_fire-227_png_jpg.rf.09aed76de0da1333be2a3de8f10dfefa.jpg,416,416,0,88,124,140,171
new_fire_fire-227_png_jpg.rf.09aed76de0da1333be2a3de8f10dfefa.jpg,416,416,0,156,5,292,121
new_fire_fire-227_png_jpg.rf.09aed76de0da1333be2a3de8f10dfefa.jpg,416,416,black smoke,74,31,136,125
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,0,399,106,415,153
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,smoky fire,142,112,222,150
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,smoky fire,264,122,292,170
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,0,395,172,415,197
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,fire1,173,176,186,197
WEBFire1087_jpg.rf.0ab03ac71994a91a5756e3e5e57aa57a.jpg,416,416,0,363,200,415,323
WEBSmoke2813_jpg.rf.0a766048c481d8797f52e8a271c5d4a3.jpg,416,416,fire1,177,216,199,255
MirrorWEBFire1724_jpg.rf.0adfbdab71f2a57cb94fe464ff25ea5f.jpg,416,416,fire1,124,131,252,360
WEBSmoke3242_jpg.rf.0aed98241a6e4a6db72a854a476af21d.jpg,416,416,0,220,132,252,184
WEBFire1981_jpg.rf.0a694bf2b80254763da653432ee4ce1a.jpg,416,416,fire1,229,99,240,120
new_fire_fire-6_png_jpg.rf.0af2d15bec8a39cb63da605b149a4456.jpg,416,416,smoky fire,23,164,413,363
FireDetectionImage_NoiseWEBFire090_jpg.rf.0b037b90422d6213910b9fa7f8223466.jpg,416,416,smoky fire,328,86,345,137
FireDetectionImage_NoiseWEBFire090_jpg.rf.0b037b90422d6213910b9fa7f8223466.jpg,416,416,smoky fire,138,17,327,391
FireDetectionImage_NoiseWEBFire090_jpg.rf.0b037b90422d6213910b9fa7f8223466.jpg,416,416,black smoke,68,0,416,184
WEBFire1227_jpg.rf.0a726c3f1a64fe8f6862ce2aaa2c7169.jpg,416,416,0,105,213,141,256
MirrorWEBSmoke1995_jpg.rf.0b23eedde0a7c7d6478ca54787a0252f.jpg,416,416,smoky fire,71,320,94,342
MirrorWEBSmoke1995_jpg.rf.0b23eedde0a7c7d6478ca54787a0252f.jpg,416,416,fire1,343,318,358,355
MirrorWEBSmoke1995_jpg.rf.0b23eedde0a7c7d6478ca54787a0252f.jpg,416,416,fire1,199,324,232,351
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,80,61,300,272
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,290,220,368,345
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,208,3,353,62
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,217,272,252,376
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,177,300,199,368
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,108,293,127,379
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,3,324,48,406
new_fire_39_jpg.rf.0ae7eee49d3e0ed45169b07d8effaf12.jpg,416,416,fire1,293,365,301,382
NoiseWEBFire1360_jpg.rf.0af0248aa54e25d268df267af2179a7c.jpg,416,416,smoky fire,8,176,46,209
NoiseWEBFire1360_jpg.rf.0af0248aa54e25d268df267af2179a7c.jpg,416,416,black smoke,188,168,235,247
NoiseWEBFire1360_jpg.rf.0af0248aa54e25d268df267af2179a7c.jpg,416,416,fire1,105,245,119,261
NoiseWEBFire1360_jpg.rf.0af0248aa54e25d268df267af2179a7c.jpg,416,416,fire1,152,217,210,310
NoiseWEBFire1360_jpg.rf.0af0248aa54e25d268df267af2179a7c.jpg,416,416,fire1,92,289,139,358
MirrorWEBFire2139_jpg.rf.0b27ed2488f41112f6996bccfca28112.jpg,416,416,0,235,232,317,353
new_fire_fire-736_png_jpg.rf.0b80aaf7aac9dcdb88075d20289507f9.jpg,416,416,smoky fire,26,171,145,275
new_fire_fire-736_png_jpg.rf.0b80aaf7aac9dcdb88075d20289507f9.jpg,416,416,smoky fire,219,236,243,252
new_fire_fire-736_png_jpg.rf.0b80aaf7aac9dcdb88075d20289507f9.jpg,416,416,smoky fire,248,245,270,265
new_fire_fire-678_png_jpg.rf.0b6247fc41851bd7e015a51f1203d5e1.jpg,416,416,0,40,331,164,404
new_fire_fire-678_png_jpg.rf.0b6247fc41851bd7e015a51f1203d5e1.jpg,416,416,0,278,283,391,363
MirrorWEBSmoke3324_jpg.rf.0b5c1eecff9bc08f08b6fdf18cf405db.jpg,416,416,fire1,159,132,164,139
MirrorWEBSmoke3324_jpg.rf.0b5c1eecff9bc08f08b6fdf18cf405db.jpg,416,416,fire1,182,148,190,159
1248_jpg.rf.0b85bfc761d7af9ac503250305b160ca.jpg,416,416,fire1,38,1,107,262
1248_jpg.rf.0b85bfc761d7af9ac503250305b160ca.jpg,416,416,fire1,109,1,167,30
